start_date,start_time,finish_date,finish_time,title,qipuId,count
20180404,00:00:01.821812,20180404,00:00:03.248221,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,13802694
20180404,00:00:03.248791,20180404,00:00:03.588622,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4352067
20180404,00:00:03.589114,20180404,00:00:03.932968,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3433363
20180404,00:00:03.933497,20180404,00:00:05.301912,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3170872
20180404,00:00:05.309086,20180404,00:00:06.079388,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3115831
20180404,00:00:06.079879,20180404,00:00:06.434045,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1338297
20180404,00:00:06.434507,20180404,00:00:09.819332,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1378158
20180404,00:00:09.819811,20180404,00:00:10.562808,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,833924
20180404,00:00:10.564244,20180404,00:00:10.906673,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,989935
20180404,00:00:10.907115,20180404,00:00:11.299244,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,771877
20180404,00:00:11.299675,20180404,00:00:12.046389,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,601446
20180404,00:00:12.046831,20180404,00:00:12.334979,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,210919
20180404,00:00:12.335430,20180404,00:00:14.746324,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,248549464
20180404,00:00:14.747116,20180404,00:00:15.138355,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,253274184
20180404,00:00:15.138861,20180404,00:00:15.527447,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,311109559
20180404,01:00:01.581425,20180404,01:00:01.970928,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,13802694
20180404,01:00:01.971510,20180404,01:00:03.316956,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4352067
20180404,01:00:03.317400,20180404,01:00:04.650709,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3433363
20180404,01:00:04.651421,20180404,01:00:05.786576,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3170872
20180404,01:00:05.787080,20180404,01:00:06.131967,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3115831
20180404,01:00:06.132484,20180404,01:00:06.473442,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1338297
20180404,01:00:06.491392,20180404,01:00:06.878724,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1378158
20180404,01:00:06.879230,20180404,01:00:08.272859,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,833924
20180404,01:00:08.273324,20180404,01:00:08.609298,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,989935
20180404,01:00:08.610029,20180404,01:00:09.070915,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,771877
20180404,01:00:09.071597,20180404,01:00:09.363953,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,601446
20180404,01:00:09.364492,20180404,01:00:09.712194,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,210919
20180404,01:00:09.712840,20180404,01:00:10.049763,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,255697728
20180404,01:00:10.050270,20180404,01:00:10.392541,偶像练习生之选手再评级惹张艺兴发火 主题曲舞台拉响C位争夺战,919527300,253274184
20180404,01:00:10.393094,20180404,01:00:11.693611,偶像练习生之张艺兴升级严厉制作人 范冰冰弟弟首秀哽咽泪目,906523400,312700007
20180404,02:00:01.682613,20180404,02:00:02.062479,《偶像练习生》【直拍】小组对决《PPAP》蔡徐坤,922792900,13802694
20180404,02:00:02.063022,20180404,02:00:02.458721,《偶像练习生》【直拍】小组对决《大艺术家》陈立农,922529400,4352067
20180404,02:00:02.459317,20180404,02:00:03.832147,《偶像练习生》【直拍】小组对决《Can't stop》范丞丞,922799800,3433363
20180404,02:00:03.832651,20180404,02:00:04.221099,《偶像练习生》【直拍】小组对决《PPAP》朱正廷,922795500,3170872
20180404,02:00:04.221602,20180404,02:00:04.567593,《偶像练习生》【直拍】小组对决《Can't stop》Justin,922857600,3115831
20180404,02:00:04.568258,20180404,02:00:04.916919,《偶像练习生》【直拍】小组对决《Can't stop》灵超,922890500,1338297
20180404,02:00:04.917392,20180404,02:00:08.252523,《偶像练习生》【直拍】小组对决《PPAP》王子异,922793800,1378158
20180404,02:00:08.252940,20180404,02:00:08.547833,《偶像练习生》【直拍】小组对决《Dance to the music》木子洋,922759200,833924
20180404,02:00:08.548321,20180404,02:00:08.878952,《偶像练习生》【直拍】小组对决《半兽人》卜凡,922783900,989935
20180404,02:00:08.879421,20180404,02:00:09.216846,《偶像练习生》【直拍】小组对决《SHAKE》岳岳,922770600,771877
20180404,02:00:09.217318,20180404,02:00:09.547155,《偶像练习生》【直拍】小组对决《Dance to the music》朱星杰,922733300,601446
20180404,02:00:09.547638,20180404,02:00:09.832414,《偶像练习生》【直拍】小组对决《代号魂斗罗》杨非同,922781600,210919
20180404,02:00:09.832882,20180404,02:00:10.132210,偶像练习生之张艺兴忆练习生经历落泪 李荣浩迎最强声音,912602100,255697728
