start_date,start_time,finish_date,finish_time,name,gift,vip_gift
20180510,00:00:08.962432,20180510,00:00:09.308072,贝汯璘,31481,11388
20180510,00:00:08.962432,20180510,00:00:09.308072,毕雯珺,1189899,430275
20180510,00:00:08.962432,20180510,00:00:09.308072,卜凡,3321393,537670
20180510,00:00:08.962432,20180510,00:00:09.308072,蔡徐坤,5005566,2112215
20180510,00:00:08.962432,20180510,00:00:09.308072,陈立农,5000148,1087827
20180510,00:00:08.962432,20180510,00:00:09.308072,陈名豪,13674,5568
20180510,00:00:08.962432,20180510,00:00:09.308072,陈斯琪,30270,13742
20180510,00:00:08.962432,20180510,00:00:09.308072,陈义夫,6020,2752
20180510,00:00:08.962432,20180510,00:00:09.308072,邓烺怡,9117,4036
20180510,00:00:08.962432,20180510,00:00:09.308072,丁泽仁,613963,195785
20180510,00:00:08.962432,20180510,00:00:09.308072,董岩磊,107825,53978
20180510,00:00:08.962432,20180510,00:00:09.308072,范丞丞,5017833,884838
20180510,00:00:08.962432,20180510,00:00:09.308072,甘俊,3979,1783
20180510,00:00:08.962432,20180510,00:00:09.308072,高茂桐,9564,4241
20180510,00:00:08.962432,20180510,00:00:09.308072,GIGEL,8223,3301
20180510,00:00:08.962432,20180510,00:00:09.308072,韩沐伯,904407,141044
20180510,00:00:08.962432,20180510,00:00:09.308072,韩雍杰,242118,13745
20180510,00:00:08.962432,20180510,00:00:09.308072,何东东,157828,57962
20180510,00:00:08.962432,20180510,00:00:09.308072,何嘉庚,2774,934
20180510,00:00:08.962432,20180510,00:00:09.308072,Hook于浩,2310,1032
20180510,00:00:08.962432,20180510,00:00:09.308072,侯浩然,2387,1083
20180510,00:00:08.962432,20180510,00:00:09.308072,胡致邦,333369,32876
20180510,00:00:08.962432,20180510,00:00:09.308072,黄若涵,2217,679
20180510,00:00:08.962432,20180510,00:00:09.308072,黄书豪,49802,18634
20180510,00:00:08.962432,20180510,00:00:09.308072,黄新淳,307454,137318
20180510,00:00:08.962432,20180510,00:00:09.308072,Jeffrey,920904,191625
20180510,00:00:08.962432,20180510,00:00:09.308072,伽里,11787,3510
20180510,00:00:08.962432,20180510,00:00:09.308072,姜达赫,5800,2395
20180510,00:00:08.962432,20180510,00:00:09.308072,姜京佐,19242,7774
20180510,00:00:08.962432,20180510,00:00:09.308072,金逸涵,7168,3497
20180510,00:00:08.962432,20180510,00:00:09.308072,靖佩瑶,137878,38113
20180510,00:00:08.962432,20180510,00:00:09.308072,J-ONE,1798,652
20180510,00:00:08.962432,20180510,00:00:09.308072,Justin,5000608,888088
20180510,00:00:08.962432,20180510,00:00:09.308072,李长庚,126271,18106
20180510,00:00:08.962432,20180510,00:00:09.308072,李俊毅,48720,27009
20180510,00:00:08.962432,20180510,00:00:09.308072,李权哲,632261,199524
20180510,00:00:08.962432,20180510,00:00:09.308072,李让,118861,14722
20180510,00:00:08.962432,20180510,00:00:09.308072,李若天,11091,4987
20180510,00:00:08.962432,20180510,00:00:09.308072,李希侃,1210264,384921
20180510,00:00:08.962432,20180510,00:00:09.308072,李鑫岩,3406,1024
20180510,00:00:08.962432,20180510,00:00:09.308072,李志杰,2229,1101
20180510,00:00:08.962432,20180510,00:00:09.308072,梁辉,25969,6057
20180510,00:00:08.962432,20180510,00:00:09.308072,林超泽,369330,135967
20180510,00:00:08.962432,20180510,00:00:09.308072,林浩楷,3477,1452
20180510,00:00:08.962432,20180510,00:00:09.308072,林彦俊,3182860,432452
20180510,00:00:08.962432,20180510,00:00:09.308072,灵超,3087407,915503
20180510,00:00:08.962432,20180510,00:00:09.308072,凌崎,129272,3803
20180510,00:00:08.962432,20180510,00:00:09.308072,娄滋博,195435,66536
20180510,00:00:08.962432,20180510,00:00:09.308072,陆定昊,290336,67373
20180510,00:00:08.962432,20180510,00:00:09.308072,罗杰,7727,3389
